bigg	name	super_class	class	sub_class
mndn	Menadione	Benzenoids	Naphthalenes	Naphthoquinones
mnl	Mannitol	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
mnl1p	Mannitol 1-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
mnt	D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
mptamp	Adenylyl-molybdopterin	Nucleosides, nucleotides, and analogues	Molybdopterin dinucleotides	
mqn6	Menatetrenone	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
msa	Malonic semialdehyde	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
mthgxl	Pyruvaldehyde	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
n2	Nitrogen	Homogeneous non-metal compounds	Other non-metal organides	Other non-metal nitrides
n2o	Nitrous oxide	Homogeneous non-metal compounds	Other non-metal organides	Other non-metal nitrides
n4abutn	N4-Acetylaminobutanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
n8aspmd	N8-Acetylspermidine	Organic acids and derivatives	Carboximidic acids and derivatives	Carboximidic acids
n8aspmd	N(8)-Acetylspermidinium	Organic acids and derivatives	Carboximidic acids and derivatives	Carboximidic acids
na1	Sodium	Homogeneous metal compounds	Homogeneous alkali metal compounds	
na15dap	Aminopropylcadaverine	Organic nitrogen compounds	Organonitrogen compounds	Amines
nac	Nicotinic acid	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
nad	NAD	Nucleosides, nucleotides, and analogues	(5'->5')-dinucleotides	
nadh	NADH	Nucleosides, nucleotides, and analogues	(5'->5')-dinucleotides	
nadp	NADP	Nucleosides, nucleotides, and analogues	(5'->5')-dinucleotides	
nadph	NADPH	Nucleosides, nucleotides, and analogues	(5'->5')-dinucleotides	
naglc2p	N-Acetyl-D-glucosaminyldiphosphodolichol	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
ncam	Niacinamide	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
nebari	Nebularine	Nucleosides, nucleotides, and analogues	Purine nucleosides	
neoxan	Neoxanthin	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids
neuspn	Neurosporene	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids
nh3	Ammonia	Homogeneous non-metal compounds	Homogeneous other non-metal compounds	
nh4	Ammonia	Homogeneous non-metal compounds	Homogeneous other non-metal compounds	
nh3	Ammonium	Homogeneous non-metal compounds	Homogeneous other non-metal compounds	
nh4	Ammonium	Homogeneous non-metal compounds	Homogeneous other non-metal compounds	
ni2	Nickel	Homogeneous metal compounds	Homogeneous transition metal compounds	
nicrns	Nicotinate D-ribonucleoside	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
nicrnt	nicotinate beta-D-ribonucleotide	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds
nifedipine	Nifedipine	Organoheterocyclic compounds	Pyridines and derivatives	Hydropyridines
nmn	Nicotinamide ribotide	Nucleosides, nucleotides, and analogues	Pyridine nucleotides	Nicotinamide nucleotides
nmn	beta-nicotinamide D-ribonucleotide	Nucleosides, nucleotides, and analogues	Pyridine nucleotides	Nicotinamide nucleotides
nmptrc	N-Methylputrescine	Organic nitrogen compounds	Organonitrogen compounds	Amines
no	Nitric oxide	Homogeneous non-metal compounds	Other non-metal organides	Other non-metal oxides
no2	Nitrite	Inorganic compounds	Homogeneous non-metal compounds	Non-metal oxoanionic compounds
no3	Nitrate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal nitrates
nonal	Nonanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
novbcn	Novobiocin	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides
npthld	Naphthalene-1,2-diol	Benzenoids	Naphthalenes	Naphthols and derivatives
nrpphr	Norepinephrine	Benzenoids	Phenols	Benzenediols
o2	Oxygen	Homogeneous non-metal compounds	Other non-metal organides	Other non-metal oxides
o2s	Superoxide	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal superoxides
oaa	Oxalacetic acid	Organic acids and derivatives	Keto acids and derivatives	Short-chain keto acids and derivatives
obfool	Obtusifoliol	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids
oc2coa	(2E)-Octenoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
occoa	Octanoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ocdca	Stearic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
ocdcal	Stearaldehyde	Lipids and lipid-like molecules	Fatty Acyls	Fatty aldehydes
ocdce9coa	Oleoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ocdce9coa	9Z-octadecenoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ocdcea	Oleic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
ocdcecoa	cis-Vaccenoyl CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
octa	Caprylic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
octa	octanoate radical	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
octal	Octanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
octdp	Octaprenyl diphosphate	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids
od2coa	trans-Octadec-2-enoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
od2coa	Trans-2-octadecenoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ohpb	2-Oxo-3-hydroxy-4-phosphobutanoic acid	Organic acids and derivatives	Keto acids and derivatives	Short-chain keto acids and derivatives
orn	Ornithine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
orn__L	Ornithine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
orn__D	D-Ornithine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
orot	Orotic acid	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
orot5p	Orotidylic acid	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
oxa	Oxalic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
oxadpcoa	3-Oxoadipyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
oxptn	Glutarate semialdehyde	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
p_tol	4-Methylbenzoic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives
p_xyl	p-Xylene	Benzenoids	Benzene and substituted derivatives	Xylenes
pa160	PA(16:0/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphates
pac	Phenylacetic acid	Benzenoids	Benzene and substituted derivatives	
pac	Phenyl acetate	Benzenoids	Phenol esters	
pacald	Phenylacetaldehyde	Benzenoids	Benzene and substituted derivatives	Phenylacetaldehydes
pad	2-Phenylacetamide	Benzenoids	Benzene and substituted derivatives	Phenylacetamides
paf_hs	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphocholines
pail345p_cho	Phosphatidylinositol-3,4,5-trisphosphate	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
pail34p_cho	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives
pail34p_cho	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoinositol phosphates
pail3p_cho	1-Phosphatidyl-1D-myo-inositol 3-phosphate	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
pail_cho	1-Phosphatidyl-D-myo-inositol	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoinositols
pan4p	Pantetheine 4'-phosphate	Organic acids and derivatives	Organic phosphoric acids and derivatives	Phosphate esters
pap	Adenosine 3',5'-diphosphate	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
paps	Phosphoadenosine phosphosulfate	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
paps	3'-phosphonato-5'-adenylyl Sulfate(4-)	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
pchlld	Protochlorophyllide	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Metallotetrapyrroles
pdx5p	Pyridoxine 5'-phosphate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxines
pe140	PE(14:0/14:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe160	PE(16:0/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe161	PE(16:1(9Z)/16:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe180	PE(18:0/18:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe18111Z1819Z	PE(18:1(11Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe18111Z1829Z12Z	PE(18:1(11Z)/18:2(9Z,12Z))	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe1819Z1819Z	PE(18:1(9Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe_cho	Phosphatidylethanolamine	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
pe_hs	Phosphatidylethanolamine	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoethanolamines
peamn	Phenylethylamine	Benzenoids	Benzene and substituted derivatives	Phenethylamines
peamn	2-Phenylethanaminium	Benzenoids	Benzene and substituted derivatives	Phenethylamines
pectin	Pectin	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
pencilca	Penicilloic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
peng	Penicillin G	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
pep	Phosphoenolpyruvic acid	Organic acids and derivatives	Organic phosphoric acids and derivatives	Phosphate esters
pg160	PG(16:0/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoglycerols
pg180	PG(18:0/18:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoglycerols
pgp160	PGP(16:0/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoglycerophosphates
pgp180	PGP(18:0/18:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoglycerophosphates
phaccoa	Phenylacetyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
phdp	Phytyl diphosphate	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids
phe__L	L-Phenylalanine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
pheac	2-Phenylethyl acetate	Benzenoids	Benzene and substituted derivatives	
pheacgly	Phenylacetylglycine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
phenol	Phenol	Benzenoids	Phenols	1-hydroxy-4-unsubstituted benzenoids
phitcoa	E-Phenylitaconyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
phllqne	Phytonadione	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
pholys	5-phosphonooxy-L-lysine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
phom	O-Phosphohomoserine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
phom	O-phosphonato-L-homoserine(2-)	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
phpyr	Phenylpyruvic acid	Benzenoids	Benzene and substituted derivatives	Phenylpyruvic acid derivatives
phthr	O-Phospho-4-hydroxy-L-threonine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
phytol	Phytol	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids
pi	Hydrogen phosphate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pi	Phosphate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pi	Dihydrogen phosphate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pi	Phosphoric acid	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pime	Pimelic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
pmtcoa	Palmityl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
pmtcoa	hexadecanoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
pp2coa	Acrylyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
prpncoa	Acrylyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ppal	Propanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
ppbng	Porphobilinogen	Organic nitrogen compounds	Organonitrogen compounds	Amines
ppcoa	Propionyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ppgpp	Guanosine 3',5'-bis(diphosphate)	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
pphn	Prephenate	Organic acids and derivatives	Keto acids and derivatives	Gamma-keto acids and derivatives
ppi	Pyrophosphate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal pyrophosphates
ppmi12346p	5-Diphosphoinositol pentakisphosphate	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
ppmi1346p	Diphosphoinositol tetrakisphosphate	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
ppoh	Propyl alcohol	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
ppp9	Protoporphyrin IX	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
pppg9	Protoporphyrinogen IX	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
pppi	Triphosphate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pppi	PPPi	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphates
pppn	Hydrocinnamic acid	Phenylpropanoids and polyketides	Phenylpropanoic acids	
ppt	Phosphite	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal phosphites
pqq	Pyrroloquinoline quinone	Organoheterocyclic compounds	Quinolines and derivatives	Pyrroloquinolines
pram	5-Phosphoribosylamine	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
pram	5-phospho-beta-D-ribosylaminium(1-)	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
prbamp	Phosphoribosyl-AMP	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
prbatp	Phosphoribosyl-ATP	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides
prephytedp	Prephytoene diphosphate	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids
preq1	7-Aminomethyl-7-carbaguanine	Organoheterocyclic compounds	Pyrrolopyrimidines	Pyrrolo[2,3-d]pyrimidines
prfp	PhosphoribosylformiminoAICAR-phosphate	Nucleosides, nucleotides, and analogues	Imidazole ribonucleosides and ribonucleotides	1-ribosyl-imidazolecarboxamides
prgnlone	Pregnenolone	Lipids and lipid-like molecules	Steroids and steroid derivatives	Pregnane steroids
pristanal	Pristanal	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids
pro__L	L-Proline	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
prolb	Proline betaine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
prpp	Phosphoribosyl pyrophosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
prpp	5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-)	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
ps160	PS(16:0/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoserines
ps180	PS(18:0/18:0)	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoserines
ps_cho	Phosphatidylserine	Lipids and lipid-like molecules	Glycerophospholipids	Glycerophosphoserines
pser__L	Phosphoserine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
psphings	Phytosphingosine	Organic nitrogen compounds	Organonitrogen compounds	Amines
psqldp	Presqualene diphosphate	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids
pt2coa	(2E)-Pentenoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
pta	Valeric acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
ptal	Pentanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
ptcoa	Pentanoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
ptdcal	Pentadecanal	Lipids and lipid-like molecules	Fatty Acyls	Fatty aldehydes
ptrc	Putrescine	Organic nitrogen compounds	Organonitrogen compounds	Amines
ptth	Pantetheine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
purine	Purine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives
pyam5p	Pyridoxamine 5'-phosphate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxamines
pydam	Pyridoxamine	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxamines
pydam	Pyridoxaminium(1+)	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxamines
pydx	Pyridoxal	Organoheterocyclic compounds	Pyridines and derivatives	Pyridine carboxaldehydes
pydx5p	Pyridoxal 5'-phosphate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridine carboxaldehydes
pydxn	Pyridoxine	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxines
pyr	Pyruvic acid	Organic acids and derivatives	Keto acids and derivatives	Alpha-keto acids and derivatives
q10	Coenzyme Q10	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
q10h2	Ubiquinol-10	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
q6	Ubiquinone 6	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
q6h2	Ubiquinol-6	Lipids and lipid-like molecules	Prenol lipids	Polyprenylphenols
q8h2	Ubiquinol 8	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids
quc	Quercetin	Phenylpropanoids and polyketides	Flavonoids	Flavones
quin	Quinic acid	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
quln	Quinolinic acid	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
r1p	Ribose 1-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
raffin	Raffinose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
rbl__D	D-Ribulose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
rbt	Ribitol	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
rdmbzi	N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole	Nucleosides, nucleotides, and analogues	Benzimidazole ribonucleosides and ribonucleotides	
retinal	Retinal	Lipids and lipid-like molecules	Prenol lipids	Retinoids
retinal_11_cis	11-cis-Retinaldehyde	Lipids and lipid-like molecules	Prenol lipids	Retinoids
retn	all-trans-Retinoic acid	Lipids and lipid-like molecules	Prenol lipids	Retinoids
retpalm	Retinyl palmitate	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters
retpalm_11_cis	11-cis-Retinyl palmitate	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters
rfamp	Rifampin	Organoheterocyclic compounds	Naphthofurans	
rib__D	D-Ribose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
ribflv	Riboflavin	Organoheterocyclic compounds	Pteridines and derivatives	Alloxazines and isoalloxazines
rml	L-Rhamnulose	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols
rmn	Rhamnose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
rnam	Nicotinamide riboside	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
ru5p__D	D-Ribulose 5-phosphate	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides
s17bp	Sedoheptulose 1,7-bisphosphate	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides
s7p	D-Sedoheptulose 7-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
s7p	Sedoheptulose 7-phosphate(2-)	Organic compounds	Organic oxygen compounds	Organooxygen compounds
saccrp__L	Saccharopine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
saccrp__L	L-saccharopinate(1-)	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
salc	Salicylic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives
salcn	Salicin	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
sarcs	Sarcosine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
sbt__D	Sorbitol	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
scys__L	Cysteine-S-sulfate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
slfcys	Cysteine-S-sulfate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
seasmet	Se-Adenosylselenomethionine	Nucleosides, nucleotides, and analogues	5'-deoxyribonucleosides	
sel	Selenate	Mixed metal/non-metal compounds	Other mixed metal/non-metal oxoanionic compounds	Non-metal selenates
selcys	Selenocysteine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
selcyst	L-Selenocystathionine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
selhcys	Selenohomocysteine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
selmeth	Selenomethionine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
seln	Hydrogen selenide	Homogeneous non-metal compounds	Homogeneous other non-metal compounds	
selnp	Selenophosphate	Mixed metal/non-metal compounds	Other mixed metal/non-metal oxoanionic compounds	Non-metal selenophosphates
ser__D	D-Serine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
ser__L	L-Serine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
skm	Shikimic acid	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols
sl26da	N-Succinyl-L,L-2,6-diaminopimelate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
sl2a6o	N-Succinyl-2-amino-6-ketopimelate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
sl__L	(S)-3-Sulfonatolactate	Organic acids and derivatives	Hydroxy acids and derivatives	Alpha hydroxy acids and derivatives
slnt	Selenite	Inorganic compounds	Mixed metal/non-metal compounds	Other mixed metal/non-metal oxoanionic compounds
so2	Sulfur dioxide	Homogeneous non-metal compounds	Other non-metal organides	Other non-metal oxides
so3	Sulfite	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal sulfites
so3	Hydrogen sulfite	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal sulfites
so3	Sulfurous acid	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal sulfites
so4	Sulfate	Homogeneous non-metal compounds	Non-metal oxoanionic compounds	Non-metal sulfates
sph1p	Sphinganine 1-phosphate	Lipids and lipid-like molecules	Sphingolipids	Phosphosphingolipids
sphgn	Sphinganine	Organic nitrogen compounds	Organonitrogen compounds	Amines
spmd	Spermidine	Organic nitrogen compounds	Organonitrogen compounds	Amines
sprm	Spermine	Organic nitrogen compounds	Organonitrogen compounds	Amines
sql	Squalene	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids
srb1p	Sorbose 1-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
srb__L	L-Sorbose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
srtn	Serotonin	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives
stchs	Stachyose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
stys	Stachyose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
stcoa	Stearoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
strcoa	Stearoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
subeac	Suberic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
succ	Succinic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
succoa	Succinyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
sucorn	N2-Succinyl-L-ornithine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
sucr	Sucrose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
sucsal	Succinic acid semialdehyde	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
tag16018111Z160	TG(16:0/18:1(11Z)/16:0)	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag16018111Z180	TG(16:0/18:1(11Z)/18:0)	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag16018111Z18111Z	TG(16:0/18:1(11Z)/18:1(11Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag16018111Z1819Z	TG(16:0/18:1(11Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1601819Z160	TG(16:0/18:1(9Z)/16:0)	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1601819Z18111Z	TG(16:0/18:1(9Z)/18:1(11Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1801819Z180	TG(18:0/18:1(9Z)/18:0)	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1801819Z18111Z	TG(18:0/18:1(9Z)/18:1(11Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1801819Z1819Z	TG(18:0/18:1(9Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag18111Z18111Z18111Z	TG(18:1(11Z)/18:1(11Z)/18:1(11Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag18111Z18111Z1819Z	TG(18:1(11Z)/18:1(11Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
